IDHM_y,CAPITAL,IBGE_RES_POP,IBGE_RES_Forpop,IBGE_DU_Pro,IBGE_DU,Pop_burden_ratio,IBGE_POP,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,ESTIMATED_POP,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,TAXES,POP_GDP,GDP_CAPITA,MUN_EXPENDIT,COMP_A,COMP_B,COMP_O,COMP_U,COMP_Others,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,MAC,WAL-MART,POST_OFFICES,STATE_AC,STATE_AL,STATE_AM,STATE_AP,STATE_BA,STATE_CE,STATE_DF,STATE_ES,STATE_GO,STATE_MA,STATE_MG,STATE_MS,STATE_MT,STATE_PA,STATE_PB,STATE_PE,STATE_PI,STATE_PR,STATE_RJ,STATE_RN,STATE_RO,STATE_RR,STATE_RS,STATE_SC,STATE_SE,STATE_SP,STATE_TO,CATEGORIA_TUR_A,CATEGORIA_TUR_B,CATEGORIA_TUR_C,CATEGORIA_TUR_D,CATEGORIA_TUR_E,RURAL_URBAN_Intermedirio Adjacente,RURAL_URBAN_Intermedirio Remoto,RURAL_URBAN_Rural Adjacente,RURAL_URBAN_Rural Remoto,RURAL_URBAN_Sem classificao,RURAL_URBAN_Urbano,UBER_1.0,GVA_MAIN_Administrao. defesa. educao e sade pblicas e seguridade social,GVA_MAIN_Agricultura. inclusive apoio  agricultura e a ps colheita,GVA_MAIN_Comrcio e reparao de veculos automotores e motocicletas,GVA_MAIN_Construo,GVA_MAIN_Demais servios,GVA_MAIN_Eletricidade e gs. gua. esgoto. atividades de gesto de resduos e descontaminao,GVA_MAIN_Indstrias de transformao,GVA_MAIN_Indstrias extrativas,GVA_MAIN_Pecuria. inclusive apoio  pecuria,GVA_MAIN_Produo florestal. pesca e aquicultura
1,0,45557.0,0.0010316746054393397,0.29547746489799087,12891.0,0.6420468996388422,32281.0,4320.0,23683.0,-49.26450081,-8.26486353,180.16,2051.0,528.0,5829482.0,47734.0,84.24,49.9,213076.22,150055.64,45.41,46485.0,11674.44,71954107.0,6.0,2.0,5.0,0.0,454.0,0.0,0.0,1.0,4.0,1.0,4.0,62936023.0,520844028.0,3175.0,11965.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,51319.0,0.0003507472865800191,0.3483934976722888,13103.0,0.6098462838730125,30476.0,107476.0,317525.0,-47.55591489,-4.29077772,261.07,2396.0,345.0,5268809.0,58956.0,182911.45,38.42,209091.03,178447.37,47212.92,57251.0,11459.84,113796027.0,25.0,0.0,3.0,0.0,426.0,0.0,0.0,1.0,4.0,1.0,4.0,62924225.0,362137399.0,2055.0,7790.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,15628.0,0.0,0.7013672343487647,4169.0,0.5907079646017699,4314.0,5203.0,2222.0,-42.68703332,-14.48998754,605.28,16.0,159.0,628.47,16234.0,12236.06,70429.44,25513.73,48.35,10521.22,16849.0,9914.36,31756815.0,0.0,0.0,2.0,0.0,108.0,0.0,0.0,1.0,0.0,1.0,0.0,62860300.0,0.0,1185.0,1330.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,34730.0,0.001785200115174201,0.18937720848056538,9056.0,0.5518049049324882,22526.0,123065.0,310957.0,-55.24382769,-23.10058224,481.34,1326.0,3506.0,4202.32,38958.0,223198.14,85.75,287625.07,201795.61,79215.17,38030.0,23076.05,104414446.84245399,13.0,4.0,5.0,0.0,624.0,0.0,0.0,1.0,2.0,1.0,2.0,62606716.0,512807436.0,8410.0,5764.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,68892.0,0.0001596702084421994,0.3207174592726674,18231.0,0.5908093994778068,45696.0,10545.0,114774.0,-40.99170562,-3.7226739999999996,809.38,5198.0,975.0,908888.0,75140.0,156040.29,103865.51,428104.63,231.16,127490.15,74107.0,14123.58,151654316.0,33.0,0.0,3.0,0.0,1624.0,0.0,0.0,1.0,3.0,1.0,3.0,62567042.0,4888681627.0,10537.0,19824.0,0.0,0.0,0.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,32492.0,0.00012310722639418935,0.24967397747480735,8435.0,0.6065551382724479,23528.0,2748.0,22166.0,-38.22073355,-8.977343464,325.74,524.0,1111.0,1056595.0,36187.0,44.33,429341.08,232931.45,147561.3,43832.65,35731.0,25132.13,76009753.0,4.0,0.0,2.0,0.0,327.0,2.0,104.0,2.0,1.0,2.0,1.0,62203622.0,93946006.0,3016.0,5229.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,7584.0,0.0046149789029535865,0.09940357852882704,2515.0,0.5686504217432052,6695.0,1387.0,8630.0,-46.71676671,-21.934829,832.91,606.0,1803.0,142673.0,8137.0,17026.53,16235.66,69097.9,30948.74,9345.48,8065.0,17688.07,22737457.0,48.0,0.0,3.0,0.0,161.0,0.0,0.0,2.0,1.0,2.0,1.0,61947294.0,21858555.0,2816.0,945.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,17330.0,0.0004616272360069244,0.13428778542950345,5518.0,0.5192545189177051,13532.0,1018.0,13075.0,-49.52202776,-27.05354088,277.09,1236.0,2266.0,247102.0,18802.0,19257.58,83.81,168.47,80786.02,35983.96,18567.0,20913.82,45001030.0,5.0,1.0,8.0,0.0,865.0,0.0,0.0,1.0,2.0,1.0,2.0,61871593.0,284807862.0,8656.0,3732.0,15.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,81649.0,0.0,0.056743169398907105,22875.0,0.5595172230077252,76106.0,23688.0,99738.0,-47.61484677,-15.45310956,1037.71,2014.0,7847.0,2550524.0,89181.0,73379.42,87183.91,392910.87,344873.36,62452.29,88178.0,10896.14,172030778.0,12.0,3.0,5.0,0.0,993.0,0.0,0.0,2.0,3.0,2.0,3.0,61786816.0,450807552.0,11370.0,5483.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,18427.0,0.0007597547077657785,0.2336521569392934,5123.0,0.5992297508725478,13288.0,44569.0,204027.0,-49.52686036,-11.80514197,268.53,339.0,1009.0,13423378.0,18482.0,121.63,21708.62,97085.11,106802.94,22498.34,18713.0,19757.56,40442133.0,27.0,1.0,3.0,0.0,272.0,0.0,0.0,1.0,1.0,1.0,1.0,61752302.0,62944338.0,2149.0,3639.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,35887.0,0.0,0.41004596191726855,9138.0,0.6182623301267369,21196.0,7156.0,46492.0,-47.62237549,-1.124322,42.53,910.0,243.0,785.98,38588.0,88.7,24697.92,86465.95,114871.15,19.09,37547.0,8890.96,104414446.84245399,12.0,0.0,2.0,0.0,245.0,1.0,95.0,1.0,2.0,1.0,2.0,61704210.0,65134306.0,1666.0,4084.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,22445.0,0.0,0.4366328916601715,6415.0,0.7116987640126473,11910.0,11477.0,15629.0,-39.87127475,-6.872607112000001,447.42,53.0,103.0,1116331.0,23417.0,13327.13,6.87,55442.77,67185.27,8151.74,23191.0,6510.21,37180824.0,0.0,0.0,2.0,0.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,61695680.0,39812483.0,1062.0,4172.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,18410.0,0.0,0.1191140889633352,5373.0,0.5575400656497393,16133.0,559.0,688.0,-46.7707833,-13.03672399,624.8,1102.0,1788.0,724074.0,19764.0,15711.67,13839.68,122783.24,75156.52,19556.74,19665.0,12562.82,11658302.0,1.0,2.0,2.0,0.0,339.0,0.0,0.0,2.0,2.0,2.0,2.0,61654591.0,329970078.0,4214.0,4244.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,35835.0,0.00033486814566764336,0.2535534659960639,9146.0,0.5511243105642766,25592.0,1394.0,2184.0,-47.44788299,-6.56808498,150.29,346.0,496.0,2718978.0,41355.0,45095.77,325665.13,167408.24,122568.93,26655.16,41397.0,16604.9,80209730.0,5.0,2.0,2.0,0.0,479.0,0.0,0.0,1.0,3.0,1.0,3.0,61521969.0,208633757.0,1601.0,6986.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,27876.0,0.0008250825082508251,0.11211098612673416,8001.0,0.48705529608487574,25790.0,125.0,710.0,-43.40522099,-19.96559119,757.83,2226.0,1673.0,684.06,30807.0,7.5,252842.57,259974.08,130843.58,41760.7,30436.0,22766.6,82788610.0,12.0,7.0,2.0,0.0,592.0,2.0,55.0,2.0,2.0,2.0,2.0,61412375.0,354906242.0,8569.0,2622.0,2.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,15433.0,0.000842350806712888,0.13703547297297297,4736.0,0.5595983461311281,13202.0,10734.0,94396.0,-45.39844867,-21.8353567,906.24,1001.0,1408.0,335587.0,16565.0,53346.18,30.55,147.58,63815.02,27471.47,16532.0,19523.66,32846318.0,2.0,0.0,3.0,0.0,446.0,0.0,0.0,1.0,2.0,1.0,2.0,61362862.0,191919220.0,4627.0,2210.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,61838.0,0.0,0.17184217996026113,17615.0,0.5326463790446841,47745.0,9368.0,13380.0,-38.46702226,-4.17054051,79.65,1487.0,1615.0,254636.0,71193.0,33512.12,287088.92,364.42,211699.45,107788.88,69877.0,14375.34,112300404.0,7.0,1.0,10.0,0.0,693.0,0.0,0.0,2.0,3.0,2.0,3.0,61277918.0,718510751.0,9832.0,10304.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,13656.0,0.0,0.30682075685474736,4413.0,0.4427163535571297,9369.0,18768.0,108444.0,-49.36982104,-19.90329583,484.88,288.0,2057.0,1802438.0,15102.0,95098.98,80099.66,121720.35,55802.5,34711.13,14916.0,25974.3,104414446.84245399,4.0,2.0,3.0,0.0,282.0,0.0,0.0,1.0,1.0,1.0,1.0,61181277.0,112285973.0,3668.0,2055.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,10765.0,0.0023223409196470044,0.1299342105263158,3040.0,0.5849056603773585,8316.0,26167.0,163637.0,-49.92928357,-21.7998306,489.09,583.0,1182.0,676755.0,11370.0,52456.62,7804.03,64632.82,39517.66,5.69,11325.0,15019.6,23452166.0,35.0,0.0,2.0,0.0,179.0,0.0,0.0,2.0,1.0,2.0,1.0,61065663.0,55344178.0,3032.0,802.0,2.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,10414.0,0.0003840983291722681,0.18146841936518116,3119.0,0.5541612843698099,8422.0,20749.0,132276.0,-48.07233007,-21.5891895,537.59,567.0,1520.0,316639.0,10786.0,43025.72,15676.34,66.72,40812.97,7920.48,10809.0,16111.67,27078463.0,17.0,9.0,2.0,0.0,239.0,0.0,0.0,1.0,1.0,1.0,1.0,60941863.0,35075646.0,3493.0,777.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,32216.0,0.0006208095356344674,0.24094337618187614,9413.0,0.46662979351032446,23865.0,21107.0,62337.0,-54.91605731,-9.954073233999999,295.3,795.0,1974.0,4734589.0,35497.0,59886.87,104.14,271254.05,181180.7,60090.43,34218.0,19771.72,61647353.0,10.0,5.0,4.0,0.0,762.0,0.0,0.0,1.0,2.0,1.0,2.0,60918450.0,357536574.0,5639.0,11742.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,28390.0,0.0005635787249031349,0.25425425425425424,7992.0,0.6497738967721816,21160.0,7288.0,71116.0,-39.55323778,-16.57583606,156.01,697.0,711.0,924926.0,30413.0,78037.71,23399.56,109045.84,102338.47,18251.25,31244.0,10596.36,104414446.84245399,5.0,1.0,3.0,0.0,337.0,0.0,0.0,1.0,2.0,1.0,2.0,60300118.0,95039592.0,2405.0,3996.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,25975.0,0.0005004812319538018,0.15361625821876868,8365.0,0.5027865961199295,21302.0,506.0,1767.0,-45.29393592,-20.08721925,943.06,1642.0,1790.0,1125.78,28054.0,127149.52,36087.56,190029.32,106181.29,29803.48,27938.0,17512.03,48028279.0,3.0,4.0,3.0,0.0,751.0,0.0,0.0,1.0,2.0,1.0,2.0,59845715.0,272346186.0,10528.0,3198.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,15342.0,0.0020857776039629773,0.20210787352758836,4839.0,0.5156933850193822,12121.0,2515.0,6977.0,-58.34836715,-15.46814427,213.47,704.0,1511.0,1610076.0,16690.0,29351.75,123119.56,139851.17,87.53,34558.43,16109.0,25725.3,34216331.0,3.0,0.0,5.0,0.0,349.0,0.0,0.0,1.0,1.0,1.0,1.0,59807994.0,189765107.0,3142.0,5508.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,27272.0,0.0018333822235259607,0.13911268664733054,9309.0,0.43407631280695125,22776.0,3393.0,15652.0,-51.81281687,-29.48891444,93.83,1065.0,2625.0,178.46,32676.0,64704.7,338.29,439082.48,130357.88,122300.1,30518.0,35871.81,73011162.0,6.0,0.0,2.0,0.0,1450.0,0.0,0.0,1.0,3.0,1.0,3.0,59747746.0,813258276.0,14028.0,5169.0,53.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,7339.0,0.0,0.18958950486669487,2363.0,0.5700342917436033,5952.0,3594.0,12745.0,-48.41341396,-13.03988843,454.71,79.0,407.0,1703944.0,7641.0,19020.31,5467.39,34664.01,45943.66,6793.78,7666.0,14595.51,20164782.0,1.0,1.0,2.0,0.0,131.0,0.0,0.0,1.0,1.0,1.0,1.0,59654609.0,51150691.0,1037.0,1921.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,19617.0,0.003109547841158179,0.057562294765308095,5177.0,0.6283711852377573,18355.0,49.0,574.0,-57.6024002,-19.00177567,113.55,1307.0,2637.0,340765.0,22968.0,6.05,21359.03,119827.19,118362.37,11458.35,22228.0,12464.41,50411084.0,2.0,0.0,3.0,0.0,113.0,0.0,0.0,1.0,0.0,1.0,0.0,59636506.0,0.0,4354.0,2442.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,21382.0,0.0,0.1851032448377581,6780.0,0.5919155752379157,16895.0,5878.0,65087.0,-41.96267981,-20.36399911,640.39,1494.0,1327.0,182.9,22608.0,25264.92,13548.99,246224.85,86906.14,53075.4,22683.0,18737.39,104414446.84245399,5.0,1.0,2.0,0.0,537.0,1.0,49.0,2.0,2.0,2.0,2.0,59553152.0,462425233.0,6328.0,3302.0,5.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,22203.0,0.0015313245957753456,0.14041958041958041,7150.0,0.48495589161940766,18853.0,199390.0,586573.0,-54.56456909,-19.39552137,617.23,1763.0,2976.0,3864691.0,26363.0,314.34,225747.33,622.45,164.41,219093.78,25443.0,60764.83,106329805.0,34.0,1.0,2.0,0.0,863.0,2.0,128.0,1.0,2.0,1.0,2.0,59500619.0,735833380.0,7548.0,4826.0,3.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,11201.0,0.0005356664583519329,0.38105658018130667,3199.0,0.5649536045681656,4385.0,1427.0,6818.0,-58.49630917,-10.32911278,241.73,503.0,672.0,2778986.0,15370.0,23933.85,12404.21,47141.83,76229.39,12485.05,14430.0,11933.08,104414446.84245399,4.0,1.0,3.0,0.0,157.0,1.0,72.0,1.0,0.0,1.0,0.0,59487294.0,0.0,894.0,3493.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,25705.0,0.0,0.4270972929509515,7462.0,0.6660554664221866,14538.0,2474.0,5172.0,-40.09751345,-14.75796253,442.61,202.0,443.0,860.22,26868.0,38224.83,9796.41,57.29,84374.16,6155.76,27865.0,7028.27,104414446.84245399,0.0,0.0,2.0,0.0,308.0,1.0,53.0,1.0,1.0,1.0,1.0,59476791.0,45213239.0,1197.0,1557.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,18052.0,0.00027697762020828715,0.09313444253203289,5229.0,0.5430863614912694,16349.0,9446.0,84751.0,-48.61338027,-23.1042734,839.32,1062.0,1879.0,979817.0,20467.0,49361.83,20926.16,104734.52,74488.49,16013.86,19951.0,13308.85,59611701.0,107.0,2.0,2.0,0.0,479.0,0.0,0.0,1.0,2.0,1.0,2.0,59415948.0,92925504.0,5553.0,1462.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,20946.0,0.0007638689964671059,0.38070987654320987,6480.0,0.519650655021834,12876.0,14358.0,39419.0,-53.76167762,-20.44367553,383.04,990.0,1810.0,17308805.0,24258.0,529264.13,40277.44,142622.4,145173.09,58029.6,23526.0,38908.72,83513886.0,64.0,2.0,3.0,0.0,494.0,0.0,0.0,1.0,1.0,1.0,1.0,59196735.0,54840424.0,3760.0,3195.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,19045.0,0.0035179837227618796,0.24762622456669178,6635.0,0.4498338180307437,13959.0,2329.0,16168.0,-51.10695392,-29.37620887,555.71,1546.0,3989.0,291.3,21156.0,46407.3,167040.63,323776.69,92524.13,75.97,20549.0,34342.98,58808022.0,15.0,2.0,3.0,0.0,1407.0,6.0,358.0,1.0,3.0,1.0,3.0,59072052.0,730507851.0,10559.0,1924.0,43.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,5911.0,0.0003383522246658772,0.13333333333333333,1935.0,0.5904187817258884,5013.0,5375.0,50713.0,-52.33975104,-22.85440433,453.88,211.0,605.0,304413.0,5874.0,31089.32,13515.7,27675.39,27063.47,7.61,6031.0,17734.02,104414446.84245399,0.0,0.0,4.0,0.0,123.0,0.0,0.0,1.0,0.0,1.0,0.0,59037184.0,0.0,1811.0,717.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2543.0,0.0,0.300768386388584,911.0,0.5802139037433155,1773.0,4361.0,32309.0,-50.83094739,-20.14180147,428.95,166.0,290.0,209.8,2510.0,18299.56,1780.43,19316.72,14623.03,1792.39,2554.0,21852.83,14071311.0,8.0,0.0,3.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,59021833.0,0.0,911.0,335.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,22220.0,0.0,0.6738516426341609,6727.0,0.5579390115667718,7408.0,4655.0,34352.0,-49.322782600000004,-25.75962061,897.58,1390.0,2665.0,379179.0,26411.0,108374.85,102507.52,191108.07,104589.08,42894.43,25287.0,21729.5,46445637.0,16.0,5.0,3.0,0.0,932.0,0.0,0.0,1.0,2.0,1.0,2.0,58994839.0,226955102.0,8306.0,2535.0,2.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,14063.0,0.0012799544905070042,0.26648914379352723,4882.0,0.5606037505717335,10236.0,587.0,10300.0,-41.69096476,-21.42510328,35.07,800.0,789.0,291718.0,15113.0,20051.22,75.47,110.07,112109.44,13192.32,14647.0,22591.24,40352058.0,1.0,6.0,3.0,0.0,249.0,0.0,0.0,1.0,2.0,1.0,2.0,58989214.0,116209699.0,2593.0,2679.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,4640.0,0.0,0.17491961414790996,1555.0,0.5105535643170052,3793.0,9917.0,55608.0,-49.582019,-21.18015617,476.84,492.0,378.0,195151.0,5413.0,24473.82,78071.84,69185.13,25788.96,19048.72,5232.0,41393.06,24162077.0,35.0,0.0,5.0,0.0,141.0,0.0,0.0,1.0,0.0,1.0,0.0,58864369.0,0.0,1889.0,512.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,4293.0,0.0011646866992778943,0.1963898916967509,1385.0,0.5797847449695835,3376.0,11620.0,77034.0,-47.66076642,-22.1287855,659.56,660.0,644.0,325953.0,4933.0,28.54,39254.36,44.73,25947.92,4104.36,4789.0,29771.71,22279145.0,36.0,3.0,2.0,0.0,121.0,0.0,0.0,1.0,0.0,1.0,0.0,58768815.0,0.0,1535.0,332.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,10349.0,0.0005797661609817374,0.2417743830787309,3404.0,0.5249702734839476,7695.0,8861.0,86770.0,-47.04746778,-21.07844336,1010.45,417.0,567.0,243714.0,10229.0,61003.6,9.39,76.22,42063.14,15.26,10517.0,19391.04,23548870.0,1.0,1.0,2.0,0.0,237.0,0.0,0.0,1.0,0.0,1.0,0.0,58745112.0,0.0,3762.0,1215.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
